"설문지 
번호",구분,DQ1_전문과,DQ1_기타내용,DQ1_1_신경과세부,DQ2_전문의취득연도,DQ3_직역,DQ3_기타내용,DQ3_1_전공의_연차,DQ3_2_전공의_근무총인원,DQ3_3_은퇴자_은퇴연령,DQ3_4_은퇴자_은퇴전직역,DQ4_근무기관,DQ4_기타내용,DQ5_근무지역,DQ6_성별,DQ7_출생연도,A1_1_근무시간_평일 ,A1_2_근무시간_토요일,A1_3_근무시간_일요일,A2_근무시간_일주평균,A3_1_총휴무일_토요일,A3_2_총휴무일_일요일,A3_3_총휴무일_공휴일,A3_4_총휴무일_휴가,A3_5_총휴무일_출장,A3_6_총휴무일_기타,A3_7_총휴무일_기타내용,A4_일반비교업무량,A4_1_업무량감축비율,A5_워라밸주당근무시간,A6_야간당직여부,A6_1_당직응급실call횟수,A7_oncall당직여부,A7_1_1_oncall당직주기,A7_1_2_oncall당직횟수,A7_1_3_실제call수 ,A8_응급실전담의여부,A9_응급실call여부,A9_1_1_응급실평균진료시간,A9_1_2_응급call받는날,A9_1_3_응급실call수,B1_1_근무비중_진료,B1_2_근무비중_진료외,B2_1_진료비율_급여,B2_2_진료비율_비급여,B3_1_1_외래_세션당환자수,B3_1_2_외래_평균진료세션 ,B3_2_1_입원_신규환자수,B3_2_2_입원_재원환자수,B3_3_1_수술_환자수,B3_3_2_수술_일수,C1_진료시간변화여부,C1_1_증가또는감소시간,C2_환자수변화,C3_진료시간변화계획,C3_1_기타내용,C4_일반의또는타과진료정도,C5_전공과주로진료,C5_1_1_비전공과_진료비중,C5_1_2_비전공과_진료과목,C5_1_2_비전공과_진료이유,C5_2_1_전공과회귀조건,C5_2_2_기타내용,C6_환자당진료시간변화,C7_1_실제진료시간_초진,C7_2_실제지료시간_재진,C8_1_이상적진료시간_초진,C8_2_이상적진료시간_재진,D1_현재전문의수,D2_현재전공의정원,D3_의료수요변화,D3_1_1_수요변화체감원인,D3_1_2_기타내용 ,E1_정책시행후_근무시간변화,E2_연봉변화,E3_지도전문의여부,E3_1_전공의법_근무변화,E3_2_전공의없을시_업무량,E3_3_전공의1인_역할비율,E4_당직및입원전담_근무의향,E5_은퇴예상연령,E6_육아휴직계획,
1414,온라인,3,,,2001,1,,,,,,1,,1,2,1972,8,3,근무안함,36,26,52,17,5,0,0,,1,,35,1,,1,,,,2,1,,,,95,5,90,10,10,9,0,0,0,0,3,1,2,3,,3,1,,,,,,2,40,30,60,30,4,1,2,"4,5",,3,3,2,,,,4,70,1,
1415,온라인,3,,,2003,1,,,,,,1,,1,1,1972,9,4,,8,,52,17,3,,,,3,30,30,1,,1,,,,2,1,,,,100,0,100,,25,9,0,0,0,0,1,,1,3,,4,1,,,,,,1,25,8,40,15,2,1,2,2,,1,1,2,,,,4,60,4,
1416,온라인,3,,,2014,1,,,,,,1,,3,1,1984,8,5,근무안함,45,,52,17,0,0,0,,3,10,40,1,,1,,,,2,1,,,,100,0,95,5,10,11,0,0,0,0,1,,1,1,,1,1,,,,,,1,40,15,40,20,5,3,1,,,1,3,2,,,,4,65,4,
1417,온라인,3,,,2002,1,,,,,,1,,8,,,8,5,근무안함,40,25,0,0,5,0,0,,3,30,35,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,온라인,3,,,2015,1,,,,,,1,,1,1,1982,10,5,근무안함,55,0,52,17,0,0,,,3,20,35,1,,1,,,,2,1,,,,90,10,99,1,10,11,0,0,0,0,2,15,2,3,,3,1,,,,,,2,30,20,50,50,5,3,1,,,1,1,2,,,,2,70,1,
1419,온라인,3,,,2005,1,,,,,,1,,16,,,7,4,근무안함,38,12,52,17,5,6,,,3,15,30,1,,1,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,온라인,3,,,2005,1,,,,,,6,,8,,,8,,,40,41,41,17,0,0,0,,3,30,40,2,3,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1421,온라인,3,,,2004,1,,,,,,1,,14,2,1973,8,4,근무안함,44,2,52,17,5,0,0,,3,20,40,1,,1,,,,2,1,,,,70,30,99,1,25,11,0,0,0,0,1,,2,3,,3,1,,,,,,3,20,10,40,20,3,3,1,,,1,1,2,,,,3,65,1,
1422,온라인,3,,,2016,1,,,,,,1,,1,,,9,5,근무안함,45,26,52,8,0,0,0,,3,30,38,1,,1,,,,2,1,,,,85,15,95,5,12,10,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,온라인,3,,,2011,1,,,,,,1,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,온라인,3,,,1982,1,,,,,,1,,1,2,1952,10,4,,42,12,52,17,10,,,,1,,32,1,,1,,,,2,1,,,,50,50,90,10,10,9,0,0,0,0,3,4,2,3,,2,1,,,,,,1,30,10,30,10,4,3,2,4,,3,1,2,,,,2,80,4,
1425,온라인,3,,,2016,1,,,,,,1,,1,1,1986,9,4,,49,,,,,,0,군복무,1,,40,1,,1,,,,2,1,,,,100,0,100,0,11,11,0,0,0,0,2,5,3,1,,4,1,,,,,,2,40,25,40,30,5,3,4,,,1,3,2,,,,2,60,2,
1426,온라인,3,,,1997,1,,,,,,1,,8,1,1964,8,5,근무안함,37,0,53,15,8,0,42,매주 목요일 휴진,1,,35,1,,1,,,,2,1,,,,60,40,90,10,15,10,0,0,0,0,1,,2,1,,1,1,,,,,,2,25,10,30,15,4,3,2,5,,1,2,2,,,,4,80,2,
1427,온라인,3,,,2002,1,,,,,,1,,1,,,9,근무안함,,45,,50,,,,20,,3,30,40,2,0,1,,,,2,1,,,,60,40,95,5,3,3,0,0,0,0,4,,3,1,,2,1,,,,,,2,60,30,40,20,5,3,1,,,3,1,2,,,,3,80,4,
1428,온라인,3,,,2002,1,,,,,,1,,15,1,1972,9,5,근무안함,50,5,52,17,5,0,0,,3,30,40,1,,1,,,,2,1,,,,90,10,100,0,30,11,0,0,0,0,1,,2,1,,2,1,,,,,,1,20,10,40,20,5,3,1,,,1,3,2,,,,2,90,4,
1429,온라인,3,,,2000,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1430,온라인,3,,,2006,1,,,,,,1,,15,1,1976,8,4,근무안함,50,53,52,17,3,0,0,,3,10,40,1,,1,,,,2,1,,,,90,10,90,10,20,10,0,0,0,0,1,,2,1,,3,1,,,,,,3,25,15,20,10,5,3,1,,,1,3,2,,,,4,70,1,
1431,온라인,3,,,2012,1,,,,,,1,,6,,,9,6,근무안함,52,3,52,15,5,0,0,,3,30,40,1,,1,,,,2,1,,,,95,5,95,5,20,11,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1432,온라인,3,,,2013,1,,,,,,1,,1,1,1981,4,4,근무안함,23,0,52,17,0,0,52,월요일휴무,2,,40,1,,1,,,,2,1,,,,80,20,95,5,18,7,0,0,0,0,1,,2,2,,4,1,,,,,,2,25,10,50,25,5,3,1,,,1,3,2,,,,4,65,2,
1433,온라인,3,,,2010,1,,,,,,1,,2,1,1972,8,5,근무안함,41,0,52,17,7,,,,3,20,40,1,,1,,,,2,1,,,,90,10,100,0,20,10,0,0,0,0,1,,2,1,,3,1,,,,,,2,20,10,40,20,3,3,2,"2,4,5",,1,1,2,,,,4,70,4,
1434,온라인,3,,,2008,1,,,,,,1,,8,2,1978,8,8,근무안함,48,0,52,17,10,0,0,,3,50,35,1,,1,,,,2,1,,,,70,30,100,,15,11,0,0,0,0,1,,2,3,,3,1,,,,,,3,30,10,30,20,4,3,2,6,학회에서 정원을 늘임,1,1,2,,,,4,55,1,
1435,온라인,3,,,2012,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1436,온라인,3,,,2005,1,,,,,,1,,6,1,1978,10,7,근무안함,53,5,52,17,5,1,0,,1,,52,1,,1,,,,2,1,,,,90,10,90,10,15,10,0,0,0,0,3,4,2,1,,2,1,,,,,,1,20,10,30,10,5,3,1,,,1,1,2,,,,3,65,4,
1437,온라인,3,,,2001,1,,,,,,1,,8,,,8,5,,45,,52,17,7,,,,3,5,37,1,,2,1,7,1,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1438,온라인,3,,,2004,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1439,온라인,3,,,2015,1,,,,,,1,,1,2,1984,6,근무안함,근무안함,30,53,52,17,7,0,0,,2,,40,1,,1,,,,2,1,,,,80,20,99,1,10,9,0,0,0,0,1,,1,2,,3,1,,,,,,4,,,30,15,5,3,2,"1,3,4",,1,3,2,,,,2,65,2,
1440,온라인,3,,,2005,1,,,,,,1,,14,1,1969,8,근무안함,근무안함,40,53,53,13,5,0,0,,2,,32,1,,1,,,,2,1,,,,98,2,99,1,60,10,0,0,0,0,1,,1,3,,1,2,70,일반과,전문과목만으로는 수입이 부족해서,4,,1,6,2,15,10,5,3,4,,,1,3,2,,,,1,70,4,
1441,온라인,3,,,2012,1,,,,,,1,,1,2,1971,8,4,근무안함,37,51,52,17,5,1,4,부친상,1,,36,1,,1,,,,2,1,,,,95,5,95,5,15,9,0,0,0,0,3,4,2,1,,4,1,,,,,,3,40,15,45,20,4,3,1,,,1,1,2,,,,4,65,1,
1442,온라인,3,,,1996,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1443,온라인,3,,,2007,1,,,,,,1,,1,2,1972,8,4,근무안함,36,2,52,17,7,,7,개인사정,1,,40,1,,1,,,,2,1,,,,60,40,80,20,10,9,0,0,0,0,3,4,2,1,,1,1,,,,,,1,40,20,40,20,5,3,1,,,1,1,2,,,,4,65,4,
1444,온라인,3,,,2003,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1445,온라인,3,,,2012,1,,,,,,1,,3,1,1981,6,5,근무안함,30,7,52,17,15,4,,,3,30,25,1,,1,,,,2,1,,,,70,30,90,10,20,8,0,0,0,0,2,5,3,1,,4,1,,,,,,2,40,15,40,15,5,3,1,,,3,3,2,,,,2,70,4,
1446,온라인,3,,,1998,1,,,,,,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1447,온라인,3,,,2014,1,,,,,,1,,13,1,1970,8,근무안함,근무안함,41,53,17,15,2,0,0,,3,20,30,1,,1,,,,2,1,,,,100,0,95,5,25,10,0,0,0,0,3,1,1,3,,3,1,,,,,,1,20,5,20,5,4,3,3,5,,1,3,2,,,,4,65,4,
1448,온라인,3,,,1991,1,,,,,,1,,1,1,1958,7,3,근무안함,36,0,52,17,5,0,0,,1,,35,1,,1,,,,2,1,,,,80,20,90,10,7,10,0,0,0,0,3,8,1,3,,4,1,,,,,,1,30,10,30,15,4,3,2,"4,5",,1,3,2,,,,4,70,4,
1449,온라인,3,,,2011,1,,,,,,1,,1,,,8,5,,42,53,,17,,5,,,3,30,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1450,온라인,3,,,1990,1,,,,,,3,,3,,,10,7,,88,5,45,13,15,15,,,3,10,50,2,4,2,3,3,4,2,2,10,1,4,80,20,80,20,40,6,10,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1451,온라인,3,,,2015,1,,,,,,1,,17,1,1982,8,6,근무안함,44,2,52,17,6,3,0,,3,30,30,1,,1,,,,2,1,,,,95,5,90,10,15,10,0,0,0,0,3,3,2,3,,2,1,,,,,,1,20,15,30,30,4,3,2,4,,1,2,2,,,,4,55,2,
1452,온라인,3,,,2017,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1453,온라인,3,,,2014,1,,,,,,1,,14,,,8,4,근무안함,40,53,52,14,7,0,0,,3,30,40,1,,1,,,,2,1,,,,100,0,90,10,20,6,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1454,온라인,3,,,2002,1,,,,,,1,,1,1,1973,8,5,근무안함,40,5,52,17,5,3,0,,3,10,5,1,,1,,,,2,1,,,,100,0,90,10,10,10,0,0,0,0,1,,2,1,,4,1,,,,,,3,30,5,60,20,4,3,4,,,1,1,2,,,,4,70,1,
1455,온라인,3,,,2014,1,,,,,,1,,8,2,1982,9,6,,49,2,52,17,7,0,0,,3,40,40,1,,1,,,,2,1,,,,90,10,85,15,10,11,0,0,0,0,2,10,3,3,,4,1,,,,,,3,20,15,40,20,3,3,2,"2,4",,1,3,2,,,,4,70,4,
1456,온라인,3,,,2004,1,,,,,,1,,1,1,1973,8,5,근무안함,45,5,52,17,7,3,0,,3,20,40,1,,2,1,7,0,2,1,,,,90,10,99,1,10,10,0,49,0,0,1,,1,1,,2,1,,,,,,1,40,10,50,20,5,3,1,,,1,3,2,,,,4,80,4,
1457,온라인,3,,,2001,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1458,온라인,3,,,2007,1,,,,,,1,,17,1,1972,9,5,,49,,52,17,3,1,0,,3,40,40,1,,1,,,,2,1,,,,85,15,100,0,23,11,0,0,0,0,1,,2,3,,2,1,,,,,,1,30,15,30,15,5,2,4,,,1,3,2,,,,2,65,2,
1459,온라인,3,,,2005,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1460,온라인,3,,,2006,1,,,,,,1,,1,,,8,4,근무안함,44,,52,17,6,7,0,,3,30,35,1,,1,,,,2,2,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461,온라인,3,,,2014,1,,,,,,1,,8,,,8,1,근무안함,40,41,52,17,2,2,,,1,,32,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1462,온라인,3,,,1994,1,,,,,,1,,2,1,1957,7,4,근무안함,38,0,52,17,3,0,0,,1,,30,1,,1,,,,2,1,,,,90,10,100,0,30,11,0,0,0,0,1,,1,1,,1,1,,,,,,2,30,5,30,5,5,3,2,"1,4",,1,1,2,,,,4,85,4,
1463,온라인,3,,,2012,1,,,,,,1,,1,2,1981,8,6,근무안함,43,,52,17,5,2,2,외부상담 및 강의,3,20,35,1,,1,,,,2,1,,,,90,10,80,20,13,11,0,0,0,0,2,5,2,3,,3,1,,,,,,1,40,10,40,10,4,3,1,,,1,3,2,,,,4,50,1,
1464,온라인,3,,,1998,1,,,,,,1,,8,1,1966,8,5,근무안함,47,0,52,17,4,2,0,,3,20,30,1,,1,,,,2,1,,,,90,10,98,2,25,11,0,0,0,0,1,,3,3,,4,1,,,,,,1,20,10,30,20,4,3,1,,,1,3,2,,,,4,75,2,
1465,온라인,3,,,2005,1,,,,,,1,,7,1,1975,8,4,근무안함,40,0,52,7,0,14,0,,3,20,35,2,0,1,,,,2,1,,,,70,30,90,10,20,10,0,0,0,0,3,4,3,3,,4,1,,,,,,1,20,8,25,10,5,3,4,,,1,3,2,,,,4,65,1,
1466,온라인,3,,,2014,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1467,온라인,3,,,2002,1,,,,,,1,,8,1,1968,9,5,근무안함,45,2,52,17,5,4,0,,3,30,35,1,,1,,,,2,1,,,,80,20,95,5,38,5,0,0,0,0,1,,2,1,,3,1,,,,,,2,20,5,30,15,3,1,2,"3,4",,1,1,2,,,,4,65,4,
1468,온라인,3,,,2005,1,,,,,,3,100병상 초과 병원,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1469,온라인,3,,,2002,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1470,온라인,3,,,2018,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1471,온라인,3,,,2008,1,,,,,,1,,2,1,1974,8,4,근무안함,44,,52,17,5,0,0,,3,10,40,1,,1,,,,2,1,,,,90,10,90,10,10,11,0,0,0,0,1,,2,1,,4,1,,,,,,1,30,15,45,45,4,3,1,,,1,3,2,,,,4,70,4,
1472,온라인,3,,,2008,1,,,,,,1,,12,1,1977,6,3,근무안함,38,0,52,17,3,2,,,3,10,30,1,,1,,,,2,1,,,,80,20,95,5,8,10,0,0,0,0,1,,2,3,,2,1,,,,,,1,30,10,50,20,4,3,1,,,1,1,2,,,,4,70,1,
1473,온라인,3,,,1991,1,,,,,,1,,1,,,8,4,,36,1,52,17,10,2,36,휴진,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1474,온라인,3,,,2013,1,,,,,,1,,2,1,1981,8,5,,45,1,52,,3,,,,3,20,40,1,,1,,,,2,1,,,,80,20,99,1,15,11,0,25,0,0,1,,3,3,,2,1,,,,,,3,15,5,20,5,5,3,1,,,3,1,2,,,,4,65,1,
1475,온라인,3,,,2002,1,,,,,,1,,8,1,1970,8,3,근무안함,40,27,52,17,6,0,0,,3,20,30,1,,1,,,,2,1,,,,90,10,95,5,50,5,0,0,0,0,3,4,2,3,,4,1,,,,,,3,20,10,30,10,4,3,2,5,,3,3,2,,,,4,70,1,
1476,온라인,3,,,1985,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1477,온라인,3,,,2008,1,,,,,,1,,1,1,1978,8,6,근무안함,46,0,13,3,3,0,0,,3,30,40,1,,1,,,,2,1,,,,70,30,90,10,3,12,0,0,0,0,2,4,3,3,,2,1,,,,,,2,50,30,60,30,5,3,3,"1,4,6",배출되는 전문의 숫자 과잉,3,3,2,,,,3,65,2,
1478,온라인,3,,,2005,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1479,온라인,3,,,2019,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1480,온라인,3,,,2009,1,,,,,,1,,1,,,8,5,근무안함,44,,52,,7,,,,3,10,35,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1481,온라인,3,,,2015,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1482,온라인,3,,,2006,1,,,,,,2,120병상 정신병원,8,,,8,근무안함,근무안함,40,50,52,14,10,10,,,3,20,35,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1483,온라인,3,,,2009,1,,,,,,1,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1484,온라인,3,,,2009,1,,,,,,1,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1485,온라인,3,,,2002,1,,,,,,1,,4,1,1972,8,4,근무안함,44,4,52,17,10,0,0,,3,20,35,1,,1,,,,2,1,,,,95,5,99,1,6,13,0,0,0,0,1,,2,3,,2,1,,,,,,1,30,15,60,30,4,3,2,"1,4,5",,1,3,2,,,,4,65,4,
1486,온라인,3,,,2011,1,,,,,,1,,9,,,8,5,근무안함,42,0,52,17,6,0,0,,3,10,40,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1487,온라인,3,,,2011,1,,,,,,1,,5,,,4,4,근무안함,20,5,52,17,6,0,0,,1,,20,1,,1,,,,2,1,,,,90,10,90,10,30,5,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1488,온라인,3,,,1991,1,,,,,,1,,1,1,1962,8,5,근무안함,47,0,52,17,,0,44,목요일 휴진,3,20,40,1,,1,,,,2,1,,,,90,10,90,10,10,9,0,0,0,0,2,4,2,1,,4,1,,,,,,2,35,15,35,20,3,1,2,4,,1,3,2,,,,4,70,4,
1489,온라인,3,,,1988,1,,,,,,1,,8,1,1959,7,4,근무안함,40,0,52,17,3,0,0,,3,20,36,1,,1,,,,2,1,,,,70,30,95,5,20,11,0,0,0,0,1,,1,3,,2,1,,,,,,3,20,5,30,10,5,3,2,"4,5",,1,3,2,,,,4,70,4,
1490,온라인,3,,,2010,1,,,,,,1,,11,1,1979,8,4,근무안함,44,2,52,17,0,0,0,,3,20,35,1,,1,,,,2,1,,,,100,0,90,10,15,11,0,0,0,0,1,,2,3,,3,1,,,,,,2,40,20,50,20,4,3,4,,,1,3,2,,,,2,65,2,
1491,온라인,3,,,1999,1,,,,,,1,,8,2,1970,9,6,,42,2,53,,,10,,,3,20,35,1,,1,,,,2,1,,,,90,10,50,50,30,6,0,30,0,0,1,,1,1,,2,1,,,,,,2,30,30,30,30,3,1,2,"1,2,3,4",,1,3,2,,,,4,65,1,
1492,온라인,3,,,2011,1,,,,,,1,,6,1,1980,8,6,근무안함,44,3,52,17,2,0,0,,3,10,40,1,,1,,,,2,1,,,,100,0,90,10,20,10,0,0,0,0,3,3,2,1,,2,1,,,,,,3,20,10,40,15,5,3,1,,,3,1,2,,,,4,70,4,
1493,온라인,3,,,1989,1,,,,,,1,,1,,,8,4,근무안함,44,10,52,17,8,5,0,,3,20,40,1,,1,,,,2,1,,,,60,40,90,10,4,4,0,0,0,0,1,,1,1,,4,1,,,,,,1,,,,,,,,,,,,,,,,,,,
1494,온라인,3,,,2000,1,,,,,,6,,3,2,1968,8,근무안함,근무안함,40,53,52,17,3,,,,1,,40,2,1,2,1,2,1,2,1,,,,90,10,100,,20,4,2,70,0,0,1,,1,1,,3,1,,,,,,1,20,5,30,10,2,1,2,"4,5",,1,3,2,,,,2,70,4,
1495,온라인,3,,,2000,1,,,,,,1,,1,2,1970,8,6,근무안함,40,2,52,17,3,3,1,지방선거일,1,,36,1,,1,,,,2,1,,,,97,3,97,3,12,10,0,0,0,0,1,,2,1,,1,1,,,,,,1,30~60,3~40,30~40,3~20,3,3,1,,,1,3,2,,,,4,65,1,
1496,온라인,3,,,2009,1,,,,,,1,,8,1,1982,8,5,근무안함,45,0,52,17,,5,,,3,50,22,1,,1,,,,2,1,,,,90,10,90,10,30,10,0,0,0,0,2,10,1,3,,3,1,,,,,,3,10,2,60,20,5,3,4,,,1,3,1,4,4,30,4,55,2,
1497,온라인,3,,,2006,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1498,온라인,3,,,2010,1,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1499,온라인,3,,,2010,1,,,,,,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1500,온라인,3,,,2000,1,,,,,,1,,1,,,8,5,근무안함,45,0,52,17,3,0,0,0,3,30,35,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1501,온라인,3,,,2012,1,,,,,,1,,1,,,8,4,,44,,52,17,10,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1502,온라인,3,,,2010,1,,,,,,1,,2,,,9,5,근무안함,50,3,52,5,3,2,0,,3,90,45,1,,1,,,,2,1,,,,100,0,85,15,10,11,0,0,0,0,3,2,2,3,,4,1,,,,,,1,30,10,50,10,4,3,1,,,1,3,2,,,,,,,
1503,온라인,3,,,1997,1,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1504,온라인,3,,,2016,2,,,,,,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1505,온라인,3,,,2015,2,,,,,,5,,12,1,1980,8,4,근무안함,40,43,52,17,10,0,0,,3,30,40,1,,2,1,7,1,2,1,,,,100,0,100,0,5,10,1,60,0,0,1,,1,1,,3,1,,,,,,2,60,10,60,10,5,3,3,3,,1,3,2,,,,4,70,4,
1506,온라인,3,,,2003,2,,,,,,4,,1,2,1973,8,근무안함,근무안함,40,53,52,17,20,8,2,,1,,35,1,,1,,,,2,1,,,,30,70,100,,13,2,0,1,0,0,3,9,3,2,,3,1,,,,,,3,45,15,50,15,3,1,2,"2,3,4",,1,1,1,2,3,30,3,60,4,
1507,온라인,3,,,1992,2,,,,,,3,,15,1,1962,8,3,,40,27,52,,7,2,,,3,10,36,1,,2,1,2,2,2,1,,,,90,10,30,70,5,4,1,56,0,0,2,4,1,5,,4,1,,,,,,2,30,10,30,10,4,3,2,4,,1,3,2,,,,3,60,4,
1508,온라인,3,,,1991,2,,,,,,7,국립정신병원,11,1,1964,10,근무안함,근무안함,50,53,52,17,14,12,,,3,10,45,1,,2,1,1,2,2,1,,,,50,50,90,10,20,1,1,25,0,0,2,2,2,1,,4,1,,,,,,1,50,10,60,20,3,2,2,"2,3,4",,1,1,1,4,4,50,4,70,1,
1509,온라인,3,,,2019,2,,,,,,1,,10,2,1988,8,6,,38,53,53,,10,5,,,1,,36,1,,1,,,,2,1,,,,100,0,95,5,10,10,0,0,0,0,3,15,3,1,,3,1,,,,,,2,50,15,60,20,3,1,1,,,3,3,2,,,,3,70,2,
1510,온라인,3,,,2017,2,,,,,,3,,9,2,1985,4,근무안함,근무안함,20,53,52,17,2,0,0,,1,,35,1,,1,,,,2,1,,,,100,0,60,40,12,4,0,0,0,0,4,,2,2,,3,1,,,,,,3,20,10,40,20,4,3,1,,,1,3,2,,,,2,65,3,
1511,온라인,3,,,2016,2,,,,,,1,,8,,,7,4,,40,26,52,17,10,0,,,1,,30,1,,1,,,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1512,온라인,3,,,2015,2,,,,,,1,,1,2,1985,8,,,40,50,52,12,3,,,,3,20,40,1,,1,,,,2,1,,,,20,80,100,,2,10,0,0,0,0,2,10,3,1,,3,1,,,,,,2,40,20,60,30,4,3,1,,,1,1,2,,,,4,65,4,
